title,description,type,question,options,answer,difficulty
forecasting with ai support,Using AI to stress-test,multiple choice,"In this topic, what is an AI assistant used for once the forecast exists?",Arguing against the forecast and surfacing what would make it wrong|Producing the forecast so the analyst does not have to|Selecting which weeks to include in the fit|Calculating the residual standard deviation,Arguing against the forecast and surfacing what would make it wrong,advanced
forecasting with ai support,Claims outside the data,multiple choice,An assistant says Q4 will spike because of the festive season. The data ends in September. How should this be handled?,"Recorded as a question for the business, not included as a finding|Added to the forecast as a seasonal adjustment|Discarded, because AI suggestions are not evidence|Used to raise the upper end of the range only","Recorded as a question for the business, not included as a finding",advanced
forecasting with ai support,Extrapolation risk,multiple choice,Why is projecting 13 weeks forward from 12 weeks of history a caveat worth stating?,The forecast horizon is longer than the history it rests on|Thirteen weeks cannot be forecast by a linear model|The residual standard deviation is undefined beyond the history|R-squared becomes invalid outside the fitted range,The forecast horizon is longer than the history it rests on,advanced
machine learning concepts for literacy,Definition of supervised learning,multiple choice,What makes a learning problem supervised?,The training examples already carry the correct answer|A human reviews every prediction before it is used|The data has been cleaned before training|The model is retrained on a fixed schedule,The training examples already carry the correct answer,beginner
machine learning concepts for literacy,Classification versus regression,multiple choice,What distinguishes classification from regression?,"Classification predicts a category, regression predicts a number on a scale|Classification uses more data than regression|Classification is supervised and regression is unsupervised|Classification produces a percentage and regression produces a count","Classification predicts a category, regression predicts a number on a scale",beginner
machine learning concepts for literacy,What clustering does,multiple choice,What does clustering do that classification does not?,It finds groups without being told what the groups are|It predicts a numeric value for each row|It guarantees the groups it finds are meaningful|It requires a labelled column to work,It finds groups without being told what the groups are,beginner
machine learning concepts for literacy,Identifying the problem type,multiple choice,SwiftRoute wants to predict how many minutes a delivery will take. Which problem type is this?,"Regression|Classification|Clustering|None, because duration is already recorded",Regression,intermediate
machine learning concepts for literacy,Codes that look numeric,multiple choice,"Predicting which of the 14 route codes a delivery will be assigned to is classification, not regression. Why?","Route codes are categories, so subtracting one from another is meaningless|There are too few routes for regression to work|Route codes contain letters as well as digits|Regression cannot handle more than ten possible outcomes","Route codes are categories, so subtracting one from another is meaningless",intermediate
machine learning concepts for literacy,The scaling failure,multiple choice,Clustering SwiftRoute customers on delivery count and mean fee without putting the columns on the same scale changes the groups substantially. Why?,"Fee runs into the thousands while delivery count runs from 1 to 12, so fee dominates the distance|Delivery count contains missing values that fee does not|The algorithm ignores any column with a decimal point|Fee and delivery count are correlated, so one must be removed","Fee runs into the thousands while delivery count runs from 1 to 12, so fee dominates the distance",intermediate
machine learning concepts for literacy,Choosing the number of groups,multiple choice,"The same customer data splits convincingly into three groups or five, on request. What follows?",The number of groups is an analyst's decision that must be justified|The correct number is whichever produces the most even group sizes|The data is unsuitable for clustering|Three is correct because it was tried first,The number of groups is an analyst's decision that must be justified,intermediate
machine learning concepts for literacy,Analyst against data scientist,multiple choice,Which task sits on the data scientist's side of the line drawn in this topic?,"Building, validating and owning a predictive model in production|Judging whether a model's output is plausible for the business|Framing a business problem so it can be answered with data|Explaining a model's output to a decision maker","Building, validating and owning a predictive model in production",advanced
machine learning concepts for literacy,Limits of a clustering result,multiple choice,A clustering run separates two customer groups that order equally often but differ in delivery distance. What can this result alone not tell you?,"Which group SwiftRoute should act on, and how|How many customers fall into each group|The average distance within each group|That the two groups differ from each other","Which group SwiftRoute should act on, and how",advanced
machine learning concepts for literacy,"True or false, naming groups",True or False,"True or False: the names given to clustering groups, such as frequent customers, come from the algorithm itself.",True|False,False,advanced
automating repetitive analyst tasks,The bar for automation,multiple choice,What is the stated standard an automation must meet in this topic?,It survives a data refresh|It runs in under one second|It requires no external libraries|It handles any file format,It survives a data refresh,beginner
automating repetitive analyst tasks,What not to automate,multiple choice,Which step of a recurring report should stay with a human?,Deciding whether an unusual month is a data fault or a real event|Removing duplicate identifiers|Converting text fees to numbers|Totalling deliveries by month,Deciding whether an unusual month is a data fault or a real event,beginner
automating repetitive analyst tasks,File path as an argument,multiple choice,Why should the input file path be an argument rather than a constant inside the script?,So the next run needs no code edit|So the script executes faster|So the file can be stored in a database|So the script can be version controlled,So the next run needs no code edit,beginner
automating repetitive analyst tasks,Deriving periods,multiple choice,"Why should reporting periods be derived from the data rather than hardcoded as July, August and September?",A hardcoded list gives the script an expiry date at the next quarter|Hardcoded months run more slowly|The data may contain months in a different language|Period names cannot be written as text in Python,A hardcoded list gives the script an expiry date at the next quarter,intermediate
automating repetitive analyst tasks,Standardise before joining,multiple choice,"In the automated report, why are route codes standardised before the join rather than after?","A join drops mismatched codes silently, so anything not standardised first is lost|Standardising after the join is slower|The join reorders rows, making standardisation impossible afterwards|The fuel sheet cannot be read until codes are standardised","A join drops mismatched codes silently, so anything not standardised first is lost",intermediate
automating repetitive analyst tasks,Assertions in an automation,multiple choice,What is the purpose of asserting expected row counts and totals inside a report script?,So a broken refresh fails loudly instead of publishing wrong numbers quietly|So the script runs faster on large files|So the output can be opened in Excel|So the script can be scheduled,So a broken refresh fails loudly instead of publishing wrong numbers quietly,intermediate
automating repetitive analyst tasks,The window bug,multiple choice,A report derived its period range from the earliest and latest parsed date and produced five periods spanning July 2026 to February 2027. What caused it?,Two rows carrying dates in 2027 stretched the window|The date parser failed on most rows|The fuel sheet covers a different date range|Duplicate rows were counted twice,Two rows carrying dates in 2027 stretched the window,intermediate
automating repetitive analyst tasks,A data-derived window rule,multiple choice,"The fix excludes any month holding less than one per cent of the dated rows. Why is this better than filtering to July, August and September?",It keeps working on a file covering different months|It runs in fewer lines of code|It removes the need to parse dates at all|It guarantees exactly three periods every time,It keeps working on a file covering different months,advanced
automating repetitive analyst tasks,Proving a refresh survives,multiple choice,What does the refresh test change in the manufactured next-quarter file?,"Dates, route codes, row count and column order all at once|Only the dates, so the periods differ|Only the row count, so totals differ|Nothing; it reruns the same file twice","Dates, route codes, row count and column order all at once",advanced
automating repetitive analyst tasks,Automating a judgement,multiple choice,What is the risk of automating the interpretation step as well as the calculation?,"A decision gets hidden rather than saved, and nobody is accountable for it|The script becomes too slow to run monthly|The output file grows beyond what Excel can open|The automation can no longer be scheduled","A decision gets hidden rather than saved, and nobody is accountable for it",advanced
"limits, risks and the verification checklist",Naming the failure modes,multiple choice,Which of these is one of the four AI failure modes named in this topic?,Hallucinated values|Slow response times|High subscription cost|Limited context length,Hallucinated values,beginner
"limits, risks and the verification checklist",Definition of a hallucinated value,multiple choice,What is a hallucinated value?,A figure stated confidently that is not present in the data at all|A figure that is correct but formatted wrongly|A figure that changes each time the code is run|A figure that falls outside the expected range,A figure stated confidently that is not present in the data at all,beginner
"limits, risks and the verification checklist",What ships with a deliverable,multiple choice,What must accompany every AI-assisted deliverable from this module onward?,A completed verification checklist and a prompt log|A copy of the raw data file|A screenshot of the AI conversation|A signed declaration that no AI was used,A completed verification checklist and a prompt log,beginner
"limits, risks and the verification checklist",Plausible wrong code,multiple choice,Which example from this module illustrates plausible wrong code?,A report that derived its window from min and max date and produced five periods instead of three|A script that raised an error when the file was missing|A chart with unlabelled axes|A prompt that returned no answer,A report that derived its window from min and max date and produced five periods instead of three,intermediate
"limits, risks and the verification checklist",Silent assumption change,multiple choice,A date parser reads 03-08-2026 as the eighth of March without saying so. Which failure mode is this?,"Silent assumption change|Hallucinated value|Correct arithmetic, wrong question|Plausible wrong code",Silent assumption change,intermediate
"limits, risks and the verification checklist",Reconciling from a second direction,multiple choice,"What does checklist question two, does one number reconcile from a second direction, actually require?",Recomputing a headline figure a different way and confirming it matches|Reading the figure twice to confirm it was typed correctly|Asking the AI assistant to confirm the figure|Comparing the figure against the same calculation from last quarter,Recomputing a headline figure a different way and confirming it matches,intermediate
"limits, risks and the verification checklist",Checking under a filter,multiple choice,Why does the checklist require a result to be checked in at least one filtered state?,Errors that cancel out at the grand total become visible under a filter|Filtered results are always more accurate|Filters are the only way to test performance|Grand totals cannot be computed reliably,Errors that cancel out at the grand total become visible under a filter,intermediate
"limits, risks and the verification checklist",The margin trap,multiple choice,"Margin by route across the Q3 files returns 14 negative numbers, all arithmetically correct. Which checklist question catches the problem?","Question five, does the answer make business sense|Question one, did I run it|Question three, does it hold under a filter|Question four, can I explain every line","Question five, does the answer make business sense",advanced
"limits, risks and the verification checklist",Diagnosing the margin trap,multiple choice,"In the margin example, both source sheets are individually sound. What is actually wrong?",A fleet level fuel bill is being compared against a delivery extract at a different grain|The fuel prices per litre are unrealistic for Nigeria|The join dropped most of the fuel rows|The delivery fees were converted incorrectly,A fleet level fuel bill is being compared against a delivery extract at a different grain,advanced
"limits, risks and the verification checklist",Reporting an unusable comparison,multiple choice,"Given the margin result, what is the correct deliverable to send the operations manager?",A statement that the two sheets cannot be compared until the delivery extract's scope is confirmed|The table of 14 negative margins with a note that fuel is expensive|A recommendation to close the least profitable route|A revised margin table with fuel costs scaled down until the routes break even,A statement that the two sheets cannot be compared until the delivery extract's scope is confirmed,advanced
