DateKey,Year,Quarter,MonthNumber,MonthName,WeekNumber,DayName,IsWeekday
2025-05-27,2025,Q2,5,May,22,Tuesday,Yes
2025-05-28,2025,Q2,5,May,22,Wednesday,Yes
2025-05-29,2025,Q2,5,May,22,Thursday,Yes
2025-05-30,2025,Q2,5,May,22,Friday,Yes
2025-05-31,2025,Q2,5,May,22,Saturday,No
2025-06-01,2025,Q2,6,June,22,Sunday,No
2025-06-02,2025,Q2,6,June,23,Monday,Yes
2025-06-03,2025,Q2,6,June,23,Tuesday,Yes
2025-06-04,2025,Q2,6,June,23,Wednesday,Yes
2025-06-05,2025,Q2,6,June,23,Thursday,Yes
2025-06-06,2025,Q2,6,June,23,Friday,Yes
2025-06-07,2025,Q2,6,June,23,Saturday,No
2025-06-08,2025,Q2,6,June,23,Sunday,No
2025-06-09,2025,Q2,6,June,24,Monday,Yes
2025-06-10,2025,Q2,6,June,24,Tuesday,Yes
2025-06-11,2025,Q2,6,June,24,Wednesday,Yes
2025-06-12,2025,Q2,6,June,24,Thursday,Yes
2025-06-13,2025,Q2,6,June,24,Friday,Yes
2025-06-14,2025,Q2,6,June,24,Saturday,No
2025-06-15,2025,Q2,6,June,24,Sunday,No
2025-06-16,2025,Q2,6,June,25,Monday,Yes
2025-06-17,2025,Q2,6,June,25,Tuesday,Yes
2025-06-18,2025,Q2,6,June,25,Wednesday,Yes
2025-06-19,2025,Q2,6,June,25,Thursday,Yes
2025-06-20,2025,Q2,6,June,25,Friday,Yes
2025-06-21,2025,Q2,6,June,25,Saturday,No
2025-06-22,2025,Q2,6,June,25,Sunday,No
2025-06-23,2025,Q2,6,June,26,Monday,Yes
2025-06-24,2025,Q2,6,June,26,Tuesday,Yes
2025-06-25,2025,Q2,6,June,26,Wednesday,Yes
2025-06-26,2025,Q2,6,June,26,Thursday,Yes
2025-06-27,2025,Q2,6,June,26,Friday,Yes
2025-06-28,2025,Q2,6,June,26,Saturday,No
2025-06-29,2025,Q2,6,June,26,Sunday,No
2025-06-30,2025,Q2,6,June,27,Monday,Yes
2025-07-01,2025,Q3,7,July,27,Tuesday,Yes
2025-07-02,2025,Q3,7,July,27,Wednesday,Yes
2025-07-03,2025,Q3,7,July,27,Thursday,Yes
2025-07-04,2025,Q3,7,July,27,Friday,Yes
2025-07-05,2025,Q3,7,July,27,Saturday,No
2025-07-06,2025,Q3,7,July,27,Sunday,No
2025-07-07,2025,Q3,7,July,28,Monday,Yes
2025-07-08,2025,Q3,7,July,28,Tuesday,Yes
2025-07-09,2025,Q3,7,July,28,Wednesday,Yes
2025-07-10,2025,Q3,7,July,28,Thursday,Yes
2025-07-11,2025,Q3,7,July,28,Friday,Yes
2025-07-12,2025,Q3,7,July,28,Saturday,No
2025-07-13,2025,Q3,7,July,28,Sunday,No
2025-07-14,2025,Q3,7,July,29,Monday,Yes
2025-07-15,2025,Q3,7,July,29,Tuesday,Yes
2025-07-16,2025,Q3,7,July,29,Wednesday,Yes
2025-07-17,2025,Q3,7,July,29,Thursday,Yes
2025-07-18,2025,Q3,7,July,29,Friday,Yes
2025-07-19,2025,Q3,7,July,29,Saturday,No
2025-07-20,2025,Q3,7,July,29,Sunday,No
2025-07-21,2025,Q3,7,July,30,Monday,Yes
2025-07-22,2025,Q3,7,July,30,Tuesday,Yes
2025-07-23,2025,Q3,7,July,30,Wednesday,Yes
2025-07-24,2025,Q3,7,July,30,Thursday,Yes
2025-07-25,2025,Q3,7,July,30,Friday,Yes
2025-07-26,2025,Q3,7,July,30,Saturday,No
2025-07-27,2025,Q3,7,July,30,Sunday,No
2025-07-28,2025,Q3,7,July,31,Monday,Yes
2025-07-29,2025,Q3,7,July,31,Tuesday,Yes
2025-07-30,2025,Q3,7,July,31,Wednesday,Yes
2025-07-31,2025,Q3,7,July,31,Thursday,Yes
2025-08-01,2025,Q3,8,August,31,Friday,Yes
2025-08-02,2025,Q3,8,August,31,Saturday,No
2025-08-03,2025,Q3,8,August,31,Sunday,No
2025-08-04,2025,Q3,8,August,32,Monday,Yes
2025-08-05,2025,Q3,8,August,32,Tuesday,Yes
2025-08-06,2025,Q3,8,August,32,Wednesday,Yes
2025-08-07,2025,Q3,8,August,32,Thursday,Yes
2025-08-08,2025,Q3,8,August,32,Friday,Yes
2025-08-09,2025,Q3,8,August,32,Saturday,No
2025-08-10,2025,Q3,8,August,32,Sunday,No
2025-08-11,2025,Q3,8,August,33,Monday,Yes
2025-08-12,2025,Q3,8,August,33,Tuesday,Yes
2025-08-13,2025,Q3,8,August,33,Wednesday,Yes
2025-08-14,2025,Q3,8,August,33,Thursday,Yes
2025-08-15,2025,Q3,8,August,33,Friday,Yes
2025-08-16,2025,Q3,8,August,33,Saturday,No
2025-08-17,2025,Q3,8,August,33,Sunday,No
2025-08-18,2025,Q3,8,August,34,Monday,Yes
2025-08-19,2025,Q3,8,August,34,Tuesday,Yes
2025-08-20,2025,Q3,8,August,34,Wednesday,Yes
2025-08-21,2025,Q3,8,August,34,Thursday,Yes
2025-08-22,2025,Q3,8,August,34,Friday,Yes
2025-08-23,2025,Q3,8,August,34,Saturday,No
2025-08-24,2025,Q3,8,August,34,Sunday,No
2025-08-25,2025,Q3,8,August,35,Monday,Yes
2025-08-26,2025,Q3,8,August,35,Tuesday,Yes
2025-08-27,2025,Q3,8,August,35,Wednesday,Yes
2025-08-28,2025,Q3,8,August,35,Thursday,Yes
2025-08-29,2025,Q3,8,August,35,Friday,Yes
2025-08-30,2025,Q3,8,August,35,Saturday,No
2025-08-31,2025,Q3,8,August,35,Sunday,No
2025-09-01,2025,Q3,9,September,36,Monday,Yes
2025-09-02,2025,Q3,9,September,36,Tuesday,Yes
2025-09-03,2025,Q3,9,September,36,Wednesday,Yes
2025-09-04,2025,Q3,9,September,36,Thursday,Yes
2025-09-05,2025,Q3,9,September,36,Friday,Yes
2025-09-06,2025,Q3,9,September,36,Saturday,No
2025-09-07,2025,Q3,9,September,36,Sunday,No
2025-09-08,2025,Q3,9,September,37,Monday,Yes
2025-09-09,2025,Q3,9,September,37,Tuesday,Yes
2025-09-10,2025,Q3,9,September,37,Wednesday,Yes
2025-09-11,2025,Q3,9,September,37,Thursday,Yes
2025-09-12,2025,Q3,9,September,37,Friday,Yes
2025-09-13,2025,Q3,9,September,37,Saturday,No
2025-09-14,2025,Q3,9,September,37,Sunday,No
2025-09-15,2025,Q3,9,September,38,Monday,Yes
2025-09-16,2025,Q3,9,September,38,Tuesday,Yes
2025-09-17,2025,Q3,9,September,38,Wednesday,Yes
2025-09-18,2025,Q3,9,September,38,Thursday,Yes
2025-09-19,2025,Q3,9,September,38,Friday,Yes
2025-09-20,2025,Q3,9,September,38,Saturday,No
2025-09-21,2025,Q3,9,September,38,Sunday,No
2025-09-22,2025,Q3,9,September,39,Monday,Yes
2025-09-23,2025,Q3,9,September,39,Tuesday,Yes
2025-09-24,2025,Q3,9,September,39,Wednesday,Yes
2025-09-25,2025,Q3,9,September,39,Thursday,Yes
2025-09-26,2025,Q3,9,September,39,Friday,Yes
2025-09-27,2025,Q3,9,September,39,Saturday,No
2025-09-28,2025,Q3,9,September,39,Sunday,No
2025-09-29,2025,Q3,9,September,40,Monday,Yes
2025-09-30,2025,Q3,9,September,40,Tuesday,Yes
2025-10-01,2025,Q4,10,October,40,Wednesday,Yes
2025-10-02,2025,Q4,10,October,40,Thursday,Yes
2025-10-03,2025,Q4,10,October,40,Friday,Yes
2025-10-04,2025,Q4,10,October,40,Saturday,No
2025-10-05,2025,Q4,10,October,40,Sunday,No
2025-10-06,2025,Q4,10,October,41,Monday,Yes
2025-10-07,2025,Q4,10,October,41,Tuesday,Yes
2025-10-08,2025,Q4,10,October,41,Wednesday,Yes
2025-10-09,2025,Q4,10,October,41,Thursday,Yes
2025-10-10,2025,Q4,10,October,41,Friday,Yes
2025-10-11,2025,Q4,10,October,41,Saturday,No
2025-10-12,2025,Q4,10,October,41,Sunday,No
2025-10-13,2025,Q4,10,October,42,Monday,Yes
2025-10-14,2025,Q4,10,October,42,Tuesday,Yes
2025-10-15,2025,Q4,10,October,42,Wednesday,Yes
2025-10-16,2025,Q4,10,October,42,Thursday,Yes
2025-10-17,2025,Q4,10,October,42,Friday,Yes
2025-10-18,2025,Q4,10,October,42,Saturday,No
2025-10-19,2025,Q4,10,October,42,Sunday,No
2025-10-20,2025,Q4,10,October,43,Monday,Yes
2025-10-21,2025,Q4,10,October,43,Tuesday,Yes
2025-10-22,2025,Q4,10,October,43,Wednesday,Yes
2025-10-23,2025,Q4,10,October,43,Thursday,Yes
2025-10-24,2025,Q4,10,October,43,Friday,Yes
2025-10-25,2025,Q4,10,October,43,Saturday,No
2025-10-26,2025,Q4,10,October,43,Sunday,No
2025-10-27,2025,Q4,10,October,44,Monday,Yes
2025-10-28,2025,Q4,10,October,44,Tuesday,Yes
2025-10-29,2025,Q4,10,October,44,Wednesday,Yes
2025-10-30,2025,Q4,10,October,44,Thursday,Yes
2025-10-31,2025,Q4,10,October,44,Friday,Yes
2025-11-01,2025,Q4,11,November,44,Saturday,No
2025-11-02,2025,Q4,11,November,44,Sunday,No
2025-11-03,2025,Q4,11,November,45,Monday,Yes
2025-11-04,2025,Q4,11,November,45,Tuesday,Yes
2025-11-05,2025,Q4,11,November,45,Wednesday,Yes
2025-11-06,2025,Q4,11,November,45,Thursday,Yes
2025-11-07,2025,Q4,11,November,45,Friday,Yes
2025-11-08,2025,Q4,11,November,45,Saturday,No
2025-11-09,2025,Q4,11,November,45,Sunday,No
2025-11-10,2025,Q4,11,November,46,Monday,Yes
2025-11-11,2025,Q4,11,November,46,Tuesday,Yes
2025-11-12,2025,Q4,11,November,46,Wednesday,Yes
2025-11-13,2025,Q4,11,November,46,Thursday,Yes
2025-11-14,2025,Q4,11,November,46,Friday,Yes
2025-11-15,2025,Q4,11,November,46,Saturday,No
2025-11-16,2025,Q4,11,November,46,Sunday,No
2025-11-17,2025,Q4,11,November,47,Monday,Yes
2025-11-18,2025,Q4,11,November,47,Tuesday,Yes
2025-11-19,2025,Q4,11,November,47,Wednesday,Yes
2025-11-20,2025,Q4,11,November,47,Thursday,Yes
2025-11-21,2025,Q4,11,November,47,Friday,Yes
2025-11-22,2025,Q4,11,November,47,Saturday,No
2025-11-23,2025,Q4,11,November,47,Sunday,No
2025-11-24,2025,Q4,11,November,48,Monday,Yes
2025-11-25,2025,Q4,11,November,48,Tuesday,Yes
2025-11-26,2025,Q4,11,November,48,Wednesday,Yes
2025-11-27,2025,Q4,11,November,48,Thursday,Yes
2025-11-28,2025,Q4,11,November,48,Friday,Yes
2025-11-29,2025,Q4,11,November,48,Saturday,No
2025-11-30,2025,Q4,11,November,48,Sunday,No
2025-12-01,2025,Q4,12,December,49,Monday,Yes
2025-12-02,2025,Q4,12,December,49,Tuesday,Yes
2025-12-03,2025,Q4,12,December,49,Wednesday,Yes
2025-12-04,2025,Q4,12,December,49,Thursday,Yes
2025-12-05,2025,Q4,12,December,49,Friday,Yes
2025-12-06,2025,Q4,12,December,49,Saturday,No
2025-12-07,2025,Q4,12,December,49,Sunday,No
2025-12-08,2025,Q4,12,December,50,Monday,Yes
2025-12-09,2025,Q4,12,December,50,Tuesday,Yes
2025-12-10,2025,Q4,12,December,50,Wednesday,Yes
2025-12-11,2025,Q4,12,December,50,Thursday,Yes
2025-12-12,2025,Q4,12,December,50,Friday,Yes
2025-12-13,2025,Q4,12,December,50,Saturday,No
2025-12-14,2025,Q4,12,December,50,Sunday,No
2025-12-15,2025,Q4,12,December,51,Monday,Yes
2025-12-16,2025,Q4,12,December,51,Tuesday,Yes
2025-12-17,2025,Q4,12,December,51,Wednesday,Yes
2025-12-18,2025,Q4,12,December,51,Thursday,Yes
2025-12-19,2025,Q4,12,December,51,Friday,Yes
2025-12-20,2025,Q4,12,December,51,Saturday,No
2025-12-21,2025,Q4,12,December,51,Sunday,No
2025-12-22,2025,Q4,12,December,52,Monday,Yes
2025-12-23,2025,Q4,12,December,52,Tuesday,Yes
2025-12-24,2025,Q4,12,December,52,Wednesday,Yes
2025-12-25,2025,Q4,12,December,52,Thursday,Yes
2025-12-26,2025,Q4,12,December,52,Friday,Yes
2025-12-27,2025,Q4,12,December,52,Saturday,No
2025-12-28,2025,Q4,12,December,52,Sunday,No
2025-12-29,2025,Q4,12,December,53,Monday,Yes
2025-12-30,2025,Q4,12,December,53,Tuesday,Yes
2025-12-31,2025,Q4,12,December,53,Wednesday,Yes
