Application_ID,Application_Date,Branch_Region,Gender,Marital_Status,Dependents,Education,Employment_Type,Loan_Purpose,Monthly_Income_NGN,Coapplicant_Income_NGN,Loan_Amount_NGN,Loan_Term_Months,Credit_History,Loan_Status
AJB2852,2026-01-26,Lagos,Male,Married,0,Graduate,Self-Employed,Construction,112800,121900,4029000,240,1,Approved
AJB2640,2026-04-25,Rural North,Male,Single,0,Graduate,Salaried,Renovation,161800,0,1269000,24,1,Approved
AJB2859,2025-05-13,Lagos,Male,Married,2,Not Graduate,Salaried,Renovation,174000,106600,1801000,360,1,Rejected
AJB2759,2025-11-29,Abuja,Male,Married,2,Graduate,Salaried,Purchase,383200,0,3192000,180,1,Approved
AJB2869,2025-08-20,Port Harcourt,Female,Single,0,Graduate,Salaried,Land Acquisition,229200,0,1926000,240,1,Approved
AJB2674,2025-04-13,Abuja,Male,Single,0,Not Graduate,Salaried,Renovation,219900,76800,1263000,240,1,Approved
AJB2788,2025-05-10,Lagos,Male,Single,1,Not Graduate,Self-Employed,Purchase,270900,0,2919000,240,1,Approved
AJB2566,2026-02-18,Port Harcourt,Male,Single,2,Graduate,Self-Employed,Construction,278200,34500,4742000,120,0,Rejected
AJB2803,2025-05-18,Port Harcourt,Male,Single,2,Graduate,Salaried,Construction,211700,86500,4396000,36,0,Approved
AJB2665,2025-08-31,Lagos,Male,Single,1,Graduate,Salaried,Purchase,182400,0,2871000,180,1,Approved
AJB2601,2026-06-20,Lagos,Female,Single,0,Graduate,Self-Employed,Construction,116600,55600,1977000,240,1,Approved
AJB2882,2025-12-24,Lagos,Female,Married,0,Graduate,Self-Employed,Renovation,147300,91700,1182000,360,1,Rejected
AJB2584,2025-02-23,Ibadan,Male,Married,0,Not Graduate,Salaried,Construction,267300,96800,2810000,360,1,Approved
AJB2615,2025-08-27,Rural North,Female,Married,3+,Graduate,Self-Employed,Construction,373800,84000,8513000,24,1,Approved
AJB2828,2025-07-24,Kano,Male,Married,1,Graduate,Salaried,Purchase,238000,150400,3956000,60,1,Approved
AJB2599,2025-01-12,Lagos,Female,Married,1,Graduate,Self-Employed,Renovation,330300,97900,3359000,360,1,Approved
AJB2754,2026-01-23,Rural North,Male,Single,0,Graduate,Self-Employed,Renovation,141800,0,711000,240,0,Rejected
AJB2641,2025-11-07,Abuja,Male,Married,2,Not Graduate,Salaried,Renovation,247700,83700,1467000,360,1,Approved
AJB2515,2026-01-08,Port Harcourt,Male,Married,3+,Graduate,Salaried,Purchase,228000,88000,5854000,60,1,Approved
AJB2756,2026-02-16,Rural North,Female,Single,3+,Graduate,Salaried,Purchase,186000,0,2140000,240,0,Rejected
AJB2761,2026-05-01,Rural North,Female,Single,1,Graduate,Self-Employed,Purchase,167400,0,1740000,240,1,Approved
AJB2800,2025-06-27,Rural North,Female,Married,0,Graduate,Salaried,Construction,161600,136500,2150000,240,1,Approved
AJB2586,2026-06-20,Abuja,Female,Married,0,Graduate,Salaried,Construction,220600,150300,3355000,360,1,Approved
AJB2537,2026-01-26,Lagos,Male,Married,3+,Graduate,Self-Employed,Construction,83400,48200,1905000,36,1,Rejected
AJB2502,2026-02-08,Rural North,Female,Single,3+,Not Graduate,Salaried,Construction,160300,0,1747000,240,1,Approved
AJB2562,2026-03-08,Port Harcourt,Male,Single,2,Graduate,Self-Employed,Purchase,160200,0,2657000,24,1,Approved
AJB2784,2026-05-27,Lagos,Male,Single,3+,Graduate,Salaried,Purchase,248100,0,4324000,120,1,Rejected
AJB2657,2025-12-18,Lagos,Male,Married,1,Graduate,Self-Employed,Purchase,309000,0,3822000,180,0,Rejected
AJB2806,2025-08-08,Port Harcourt,Male,Single,0,Not Graduate,Salaried,Construction,234100,0,2541000,60,1,Approved
AJB2673,2026-06-24,Lagos,Female,Single,3+,Not Graduate,Self-Employed,Construction,313700,0,3568000,240,1,Approved
AJB2704,2025-04-11,Abuja,Male,Single,1,Graduate,Salaried,Purchase,221700,0,4067000,180,0,Rejected
AJB2573,2025-01-25,Rural North,Male,Married,0,Graduate,Salaried,Renovation,194500,179600,1924000,360,1,Approved
AJB2816,2026-04-30,Lagos,Male,Married,0,Graduate,Salaried,Renovation,188400,98600,2331000,180,1,Approved
AJB2604,2025-12-20,Kano,Female,Married,3+,Not Graduate,Salaried,Purchase,260600,0,4210000,360,1,Rejected
AJB2748,2025-10-13,Abuja,Male,Single,2,Graduate,Salaried,Construction,234700,0,2113000,36,0,Rejected
AJB2796,2025-01-17,Ibadan,Female,Single,0,Not Graduate,Salaried,Construction,296400,0,4943000,180,1,Approved
AJB2516,2025-10-03,Lagos,Male,Married,3+,Graduate,Salaried,Purchase,295500,0,5987000,60,1,Approved
AJB2727,2026-03-30,Lagos,Male,Married,0,Graduate,Salaried,Purchase,108000,143500,4815000,240,1,Approved
AJB2835,2026-04-13,Ibadan,Male,Single,0,Graduate,Salaried,Renovation,273900,0,1376000,360,1,Approved
AJB2663,2026-06-08,Abuja,Male,Single,0,Graduate,Salaried,Renovation,121500,0,650000,240,1,Approved
AJB2588,2026-03-05,Ibadan,Male,Married,0,Graduate,Salaried,Purchase,349000,0,7293000,120,1,Approved
AJB2834,2025-11-25,Abuja,Male,Married,3+,Graduate,Self-Employed,Purchase,401300,0,8057000,360,1,Approved
AJB2602,2025-07-16,Rural North,Male,Single,0,Not Graduate,Salaried,Land Acquisition,208200,0,1073000,180,1,Approved
AJB2662,2025-02-05,Abuja,Male,Single,0,Graduate,Salaried,Construction,180800,0,1760000,180,1,Approved
AJB2570,2025-11-07,Rural North,Male,Married,2,Not Graduate,Salaried,Renovation,239500,100100,1623000,180,1,Approved
AJB2633,2025-01-22,Rural North,Male,Single,2,Not Graduate,Salaried,Purchase,172600,60700,1965000,60,1,Approved
AJB2693,2025-04-03,Lagos,Female,Married,0,Graduate,Salaried,Purchase,280900,104300,6630000,120,0,Rejected
AJB2894,2025-09-22,Kano,Male,Married,2,Not Graduate,Salaried,Construction,223600,52700,2237000,12,0,Rejected
AJB2639,2025-11-14,Rural North,Male,Single,0,Graduate,Self-Employed,Renovation,68800,0,304000,240,1,Approved
AJB2763,2026-01-13,Lagos,Male,Married,1,Graduate,Salaried,Purchase,268100,49900,3046000,36,1,Approved
AJB2518,2025-01-05,Kano,Female,Married,1,Graduate,Self-Employed,Purchase,955000,87800,14516000,240,1,Rejected
AJB2808,2025-06-15,Kano,Male,Married,3+,Graduate,Self-Employed,Purchase,174300,86900,4363000,240,1,Approved
AJB2520,2025-07-16,Kano,Female,Single,0,Graduate,Salaried,Purchase,272500,0,2920000,240,0,Rejected
AJB2555,2025-05-15,Port Harcourt,Female,Married,0,Not Graduate,Salaried,Renovation,183900,65100,1860000,240,0,Approved
AJB2700,2026-05-16,Lagos,Female,Married,0,Graduate,Salaried,Renovation,191900,130700,1313000,36,1,Approved
AJB2838,2025-10-22,Kano,Male,Married,0,Not Graduate,Salaried,Construction,219400,136300,5594000,120,0,Rejected
AJB2813,2025-07-08,Lagos,Male,Single,3+,Not Graduate,Salaried,Purchase,154600,0,1995000,180,1,Approved
AJB2740,2025-12-24,Abuja,Female,Single,0,Graduate,Salaried,Construction,177300,0,3508000,60,1,Approved
AJB2650,2025-04-21,Kano,Female,Married,1,Not Graduate,Salaried,Renovation,192200,134300,2746000,180,1,Rejected
AJB2766,2026-05-01,Ibadan,Male,Single,0,Graduate,Self-Employed,Construction,95500,0,1124000,360,1,Approved
AJB2712,2025-02-08,Rural North,Male,Single,0,Not Graduate,Self-Employed,Renovation,227700,0,1461000,360,1,Approved
AJB2597,2025-12-22,Port Harcourt,Male,Single,0,Graduate,Self-Employed,Purchase,296600,0,5259000,180,0,Rejected
AJB2847,2025-10-03,Rural North,Male,Married,2,Not Graduate,Self-Employed,Purchase,398200,80400,7639000,12,1,Rejected
AJB2622,2025-12-30,Lagos,Male,Married,1,Graduate,Self-Employed,Purchase,233100,106000,3080000,360,1,Approved
AJB2613,2025-01-07,Kano,Male,Married,3+,Graduate,Self-Employed,Purchase,214400,0,3690000,240,1,Approved
AJB2875,2025-12-13,Lagos,Male,Single,2,Graduate,Salaried,Purchase,274600,0,4608000,36,1,Approved
AJB2769,2025-11-24,Rural North,Male,Married,0,Graduate,Self-Employed,Renovation,550800,102700,4968000,60,1,Rejected
AJB2608,2025-11-10,Abuja,Male,Married,0,Graduate,Self-Employed,Renovation,138100,0,1021000,360,1,Approved
AJB2837,2025-04-30,Abuja,Female,Married,0,Not Graduate,Salaried,Renovation,160000,103700,2294000,240,1,Approved
AJB2594,2026-05-06,Rural North,Male,Single,2,Graduate,Salaried,Construction,287900,0,2656000,360,1,Approved
AJB2789,2025-04-07,Abuja,Male,Married,0,Graduate,Salaried,Renovation,124900,74500,1704000,360,1,Approved
AJB2625,2025-06-26,Abuja,Male,Married,0,Not Graduate,Salaried,Purchase,434200,0,8850000,180,0,Rejected
AJB2739,2026-04-18,Port Harcourt,Male,Single,0,Not Graduate,Self-Employed,Purchase,188400,0,3019000,240,1,Approved
AJB2884,2025-11-25,Lagos,Male,Single,0,Graduate,Salaried,Purchase,268100,0,4452000,360,0,Rejected
AJB2591,2026-06-10,Rural North,Female,Single,3+,Graduate,Self-Employed,Renovation,98800,0,740000,60,1,Approved
AJB2881,2026-01-13,Lagos,Female,Single,0,Graduate,Salaried,Purchase,132600,129400,3721000,360,1,Approved
AJB2836,2025-03-01,Rural North,Male,Married,0,Not Graduate,Salaried,Purchase,308700,58000,3592000,60,1,Approved
AJB2688,2026-02-19,Lagos,Female,Married,0,Not Graduate,Self-Employed,Renovation,303100,61700,2837000,60,1,Rejected
AJB2681,2025-02-15,Rural North,Female,Married,2,Graduate,Self-Employed,Construction,336300,112300,5405000,240,1,Approved
AJB2678,2025-01-07,Lagos,Female,Single,1,Graduate,Salaried,Purchase,330300,0,7081000,60,1,Approved
AJB2826,2026-06-24,Lagos,Female,Married,1,Graduate,Salaried,Construction,199700,0,2060000,60,1,Approved
AJB2524,2025-01-30,Port Harcourt,Female,Married,2,Graduate,Salaried,Land Acquisition,182700,91000,3350000,36,1,Approved
AJB2755,2025-11-07,Port Harcourt,Female,Married,1,Graduate,Self-Employed,Land Acquisition,123500,0,1485000,12,1,Approved
AJB2743,2025-09-02,Lagos,Male,Married,1,Graduate,Self-Employed,Construction,262700,60200,3750000,240,1,Approved
AJB2626,2025-05-23,Abuja,Male,Single,0,Graduate,Salaried,Land Acquisition,144000,0,1843000,120,1,Approved
AJB2824,2026-04-02,Lagos,Female,Married,0,Graduate,Salaried,Purchase,393000,58400,4715000,120,1,Approved
AJB2578,2025-09-19,Abuja,Male,Single,1,Not Graduate,Self-Employed,Purchase,106500,0,2221000,360,1,Rejected
AJB2717,2025-10-30,Rural North,Male,Married,2,Graduate,Salaried,Construction,148700,169800,3009000,180,1,Approved
AJB2706,2025-03-25,Ibadan,Male,Single,3+,Not Graduate,Salaried,Renovation,210800,0,994000,360,1,Approved
AJB2797,2026-06-07,Lagos,Female,Married,2,Graduate,Salaried,Purchase,254100,168000,5137000,60,1,Approved
AJB2867,2025-01-02,Abuja,Male,Married,1,Graduate,Self-Employed,Construction,543900,0,4311000,240,0,Approved
AJB2561,2026-04-13,Lagos,Male,Married,2,Graduate,Salaried,Construction,175000,48600,3171000,240,1,Approved
AJB2778,2025-08-12,Rural North,Female,Married,1,Graduate,Salaried,Construction,175800,134900,2992000,240,1,Approved
AJB2593,2026-04-25,Lagos,Male,Married,0,Graduate,Self-Employed,Land Acquisition,504000,0,3464000,240,1,Approved
AJB2821,2025-08-01,Lagos,Male,Married,0,Graduate,Salaried,Construction,197900,72700,5117000,12,1,Rejected
AJB2722,2025-06-08,Abuja,Male,Single,3+,Graduate,Salaried,Purchase,131200,0,1253000,12,1,Approved
AJB2569,2025-11-03,Port Harcourt,Male,Married,0,Graduate,Self-Employed,Purchase,262000,39900,3193000,24,1,Approved
AJB2536,2025-02-23,Rural North,Male,Married,2,Graduate,Salaried,Renovation,190100,0,1414000,360,1,Approved
AJB2540,2025-02-19,Abuja,Male,Single,0,Not Graduate,Self-Employed,Land Acquisition,310200,0,3395000,120,0,Rejected
AJB2660,2025-07-03,Port Harcourt,Male,Married,1,Graduate,Salaried,Renovation,159600,0,547000,120,0,Approved
AJB2783,2026-03-20,Ibadan,Male,Married,2,Graduate,Self-Employed,Renovation,206200,84700,1630000,240,0,Approved
AJB2511,2025-05-02,Abuja,Female,Single,0,Not Graduate,Self-Employed,Land Acquisition,250600,0,2212000,360,1,Approved
AJB2644,2025-01-06,Abuja,Male,Married,0,Not Graduate,Self-Employed,Renovation,161700,41400,865000,360,1,Approved
AJB2773,2025-12-04,Rural North,Male,Single,3+,Graduate,Self-Employed,Renovation,72200,0,420000,180,0,Approved
AJB2851,2026-06-17,Rural North,Male,Married,2,Graduate,Salaried,Construction,287900,0,3621000,24,1,Rejected
AJB2736,2026-01-13,Lagos,Male,Single,0,Graduate,Salaried,Renovation,228300,0,895000,180,1,Approved
AJB2627,2025-11-09,Abuja,Male,Single,2,Graduate,Self-Employed,Land Acquisition,273000,0,2292000,120,1,Approved
AJB2702,2025-05-28,Rural North,Male,Single,0,Not Graduate,Salaried,Renovation,335000,0,2595000,120,1,Approved
AJB2684,2025-08-18,Port Harcourt,Female,Single,0,Not Graduate,Salaried,Purchase,130900,0,1058000,36,1,Approved
AJB2546,2025-06-29,Port Harcourt,Male,Single,0,Graduate,Salaried,Purchase,246900,0,2363000,12,0,Rejected
AJB2781,2026-06-03,Lagos,Male,Married,3+,Graduate,Salaried,Construction,76900,102000,2288000,180,1,Approved
AJB2798,2026-04-05,Lagos,Female,Single,2,Graduate,Salaried,Purchase,229700,0,3789000,120,1,Approved
AJB2856,2025-04-08,Port Harcourt,Female,Married,0,Not Graduate,Salaried,Construction,347800,61400,6213000,120,1,Rejected
AJB2676,2025-05-27,Abuja,Male,Single,0,Graduate,Self-Employed,Construction,399600,0,5236000,240,1,Approved
AJB2628,2025-10-15,Lagos,Male,Single,1,Graduate,Salaried,Construction,255700,0,4367000,180,1,Approved
AJB2643,2026-03-01,Rural North,Male,Single,0,Graduate,Self-Employed,Purchase,335300,53300,7371000,180,0,Approved
AJB2507,2026-03-29,Lagos,Female,Single,0,Graduate,Salaried,Purchase,301200,0,4558000,180,1,Approved
AJB2889,2025-11-09,Lagos,Female,Married,1,Graduate,Salaried,Purchase,248900,211000,4059000,360,1,Approved
AJB2742,2025-03-11,Abuja,Male,Married,1,Graduate,Salaried,Renovation,213700,0,684000,60,1,Approved
AJB2802,2025-12-31,Port Harcourt,Male,Married,2,Graduate,Self-Employed,Purchase,653600,51600,11068000,180,0,Approved
AJB2679,2025-10-04,Rural North,Female,Married,0,Graduate,Salaried,Land Acquisition,348200,91200,2654000,120,1,Approved
AJB2672,2025-03-19,Port Harcourt,Male,Married,0,Graduate,Salaried,Construction,186100,58900,4156000,24,1,Approved
AJB2794,2025-11-01,Abuja,Female,Single,1,Graduate,Salaried,Construction,133900,0,1549000,60,1,Approved
AJB2508,2026-03-09,Lagos,Male,Married,1,Graduate,Salaried,Purchase,293200,92700,4176000,24,1,Approved
AJB2656,2026-05-05,Lagos,Male,Married,2,Graduate,Salaried,Purchase,173600,0,2389000,180,1,Rejected
AJB2527,2025-09-23,Abuja,Male,Single,0,Graduate,Salaried,Construction,171400,0,1942000,60,1,Approved
AJB2793,2025-05-19,Abuja,Male,Married,0,Not Graduate,Salaried,Land Acquisition,260000,42300,2768000,120,1,Approved
AJB2850,2025-04-09,Lagos,Male,Married,0,Graduate,Self-Employed,Purchase,230800,146300,6257000,180,1,Approved
AJB2558,2025-11-30,Lagos,Male,Single,0,Graduate,Salaried,Purchase,259200,0,2950000,360,1,Approved
AJB2705,2025-05-14,Kano,Male,Single,0,Graduate,Salaried,Purchase,199500,0,4279000,180,1,Rejected
AJB2564,2025-02-03,Abuja,Male,Married,0,Graduate,Self-Employed,Purchase,185600,114100,3805000,240,0,Rejected
AJB2582,2026-01-11,Ibadan,Female,Married,3+,Graduate,Self-Employed,Purchase,481600,117500,10112000,24,1,Approved
AJB2895,2025-03-07,Rural North,Male,Married,0,Graduate,Self-Employed,Renovation,266600,72300,1299000,360,1,Approved
AJB2713,2026-04-02,Port Harcourt,Female,Single,3+,Not Graduate,Salaried,Construction,272800,0,4534000,12,1,Rejected
AJB2810,2026-06-17,Rural North,Male,Single,0,Graduate,Salaried,Land Acquisition,282200,56400,2919000,240,1,Approved
AJB2653,2025-09-11,Ibadan,Male,Single,0,Graduate,Self-Employed,Land Acquisition,255900,0,3331000,36,1,Approved
AJB2548,2026-01-15,Lagos,Female,Married,0,Not Graduate,Self-Employed,Renovation,128100,119800,1564000,36,1,Approved
AJB2708,2026-01-23,Lagos,Male,Single,2,Not Graduate,Salaried,Construction,332000,0,3863000,60,0,Approved
