title,description,type,question,options,answer,difficulty
dax fundamentals,What CALCULATE does,multiple choice,What does the CALCULATE function do in a DAX measure?,"It only performs arithmetic, identically to a calculator|It evaluates an expression after modifying the filter context with the conditions supplied|It converts a measure into a calculated column|It deletes rows that do not match a condition",It evaluates an expression after modifying the filter context with the conditions supplied,intermediate
dax fundamentals,Filter context concept,multiple choice,"In Power BI, what is the filter context of a value shown on a chart?","The DAX code used to write the measure|The set of filters, from slicers, rows, and columns, that narrow the data before the measure runs|The colour formatting applied to the visual|The name of the table the measure references","The set of filters, from slicers, rows, and columns, that narrow the data before the measure runs",intermediate
dax fundamentals,Reconciling a measure against source,multiple choice,A trainee wants to verify that an On-Time Rate measure is correct. What is the recommended first reconciliation step after predicting an expected value?,Publish the report and see if anyone complains|Run the measure at the total level with no filters applied and compare it against the prediction|Rewrite the measure using a different function and see if the number changes|Ask an AI assistant if the number looks right,Run the measure at the total level with no filters applied and compare it against the prediction,intermediate
dax fundamentals,Blank versus zero,multiple choice,"In a DAX measure result, what is the difference between a blank and a zero?","There is no difference, they mean the same thing|Blank means no rows matched the filter; zero means rows matched but summed to nothing|Blank always indicates an error in the formula|Zero can only occur if DIVIDE is used incorrectly",Blank means no rows matched the filter; zero means rows matched but summed to nothing,intermediate
dax fundamentals,Time-intelligence requirement,multiple choice,A measure uses DATEADD to compare this month against last month. What must be true of the model for this measure to work correctly?,"The fact table must be sorted by date|The dates table must be marked as a date table|There must be at least two years of data in the model|The measure must be a calculated column, not a measure",The dates table must be marked as a date table,advanced
dax fundamentals,The reconciliation check that does not need either number in advance,multiple choice,On-Time Rate and Late Rate are two measures over the same Status column with two possible values. Which check confirms both are likely correct without needing to know either value in advance?,Checking that both measures use CALCULATE|Confirming the two rates sum to 100 percent|Confirming both measures are formatted as percentages|Checking that both measures reference the same table name,Confirming the two rates sum to 100 percent,advanced
dax fundamentals,What a correct grand total does not guarantee,multiple choice,A measure returns the correct grand total at the unfiltered level. What should not be concluded from this alone?,"That the measure is syntactically valid DAX|That every individual row or breakdown behind that total is also correct, since errors can cancel each other out|That the measure uses at least one CALCULATE|That the measure will run without an error","That every individual row or breakdown behind that total is also correct, since errors can cancel each other out",advanced
kpi dashboards and publishing,Metric versus KPI,multiple choice,"What turns a plain metric, such as an on-time rate of 82 percent, into a KPI?","Formatting it in a larger font|Comparing it against an agreed target, so it signals whether action is needed|Displaying it on a card visual instead of a table|Rounding it to zero decimal places","Comparing it against an agreed target, so it signals whether action is needed",beginner
kpi dashboards and publishing,Backward dashboard design,multiple choice,What is the recommended first step when designing a KPI dashboard?,"List every field available in the model and chart each one|Name the specific audience and the decisions they need to make, then choose visuals to support those decisions|Choose the colour scheme|Pick the chart types before deciding what questions the dashboard answers","Name the specific audience and the decisions they need to make, then choose visuals to support those decisions",beginner
kpi dashboards and publishing,Chart type for a single headline number,multiple choice,"Which visual type is most appropriate for showing a single current headline number, such as this month's on-time rate?",Card|Pie chart|Scatter chart|Matrix,Card,intermediate
kpi dashboards and publishing,Why every slicer must show its filtered state,multiple choice,Why must every slicer on a dashboard visibly show what it is currently filtered to?,Otherwise Power BI will not allow the report to be published|A reader can otherwise mistake a filtered view for the complete picture and be misled|It is only a cosmetic preference with no functional consequence|Slicers without a visible state cannot be clicked,A reader can otherwise mistake a filtered view for the complete picture and be misled,intermediate
kpi dashboards and publishing,Sharing a dashboard without a Pro licence,multiple choice,A trainee has published a report to their own workspace but does not have a Power BI Pro licence. How can they still share the dashboard with someone else?,Sharing is impossible without a Pro licence in any form|Export the report to PDF or PowerPoint from Power BI Desktop and send that file|Downgrade the report until it fits the free tier|Ask the recipient to install Power BI Desktop and rebuild it themselves,Export the report to PDF or PowerPoint from Power BI Desktop and send that file,intermediate
kpi dashboards and publishing,Why a dashboard needs a refresh timestamp,multiple choice,Why should every dashboard display when the data was last refreshed?,It is required by Power BI's licensing terms|A failed refresh is otherwise invisible; the dashboard keeps showing old data with no visible sign anything is wrong|It increases the dashboard's load speed|It is only needed for dashboards with more than one page,A failed refresh is otherwise invisible; the dashboard keeps showing old data with no visible sign anything is wrong,advanced
kpi dashboards and publishing,The finding versus the tour,multiple choice,"When presenting a dashboard in under ninety seconds, what should the presenter lead with?","A description of every visual on the page, in order|The finding and its implication, treating the dashboard as evidence rather than an itinerary|An explanation of how each chart was built|An apology for anything that is not yet finished","The finding and its implication, treating the dashboard as evidence rather than an itinerary",advanced
kpi dashboards and publishing,Visuals not on the approved list,True or False,True or False: a dual-axis combination chart and a gauge visual remain acceptable design choices in Power BI dashboards because the software makes them easy to build.,True|False,False,advanced
kpi dashboards and publishing,One of the six formatting rules,multiple choice,Which of the following is one of the six formatting rules for a Power BI dashboard visual?,"Every axis is labelled with units|Every visual should use a different accent colour|Titles should name the fields shown, not state a finding|Data labels should appear on every visual regardless of density",Every axis is labelled with units,beginner
kpi dashboards and publishing,Why one drillable chart beats three separate charts,multiple choice,Why is a single chart with a hub-to-route-to-rider drill-down hierarchy generally preferred over three separate charts?,"It uses less memory in the Power BI file|The reader starts at the summary and goes deeper only where something looks wrong, rather than working out how three competing charts relate|Power BI does not allow more than one chart per page|It removes the need for any slicers on the page","The reader starts at the summary and goes deeper only where something looks wrong, rather than working out how three competing charts relate",intermediate
ai-augmented bi,AI fluency ladder Level 3,multiple choice,"What does Level 3, critical dialogue, on the AI fluency ladder require of a trainee?","Writing single clear prompts with full context|Interrogating AI output: asking for alternatives, justification, and catching confident wrong answers|Sustaining a long multi-step working session with reusable prompt templates|Avoiding the use of AI assistants entirely","Interrogating AI output: asking for alternatives, justification, and catching confident wrong answers",beginner
ai-augmented bi,Why an AI assistant can write a wrong DAX measure with no error,multiple choice,Why can an AI assistant produce a DAX measure that runs without error but returns a wrong number?,"AI assistants cannot write valid DAX syntax|The assistant cannot see the actual model, so it writes syntactically correct DAX for a model it has imagined from the prompt alone|DAX measures always contain errors when written by AI|The Power BI file must be corrupted","The assistant cannot see the actual model, so it writes syntactically correct DAX for a model it has imagined from the prompt alone",beginner
ai-augmented bi,Verifying an AI-written measure at more than one filter state,multiple choice,An AI-written measure returns the correct total when unfiltered. What should be checked next before trusting it?,"Nothing further is needed once the total is correct|The measure should also be checked under at least one filtered state, such as a single route or hub|The measure should be rewritten from scratch regardless of the result|The measure's formatting should be checked instead","The measure should also be checked under at least one filtered state, such as a single route or hub",intermediate
ai-augmented bi,Diagnosing a measure that always returns 100 percent,multiple choice,"An AI-written Late Rate measure returns exactly 100 percent in every context, filtered or not. What is the most likely fault?","The denominator is hardcoded to a fixed number|The numerator and denominator use the identical CALCULATE expression, so late deliveries are being divided by themselves|The measure is missing a DIVIDE function entirely|The Status column contains no Late values at all","The numerator and denominator use the identical CALCULATE expression, so late deliveries are being divided by themselves",intermediate
ai-augmented bi,Diagnosing a measure that is right unfiltered but wrong when filtered,multiple choice,An AI-written On-Time Rate measure is correct at the unfiltered total but understates the rate whenever a route or hub filter is applied. What is the most likely fault?,"The numerator is missing a CALCULATE function|The denominator is a hardcoded literal number instead of a reference to a Total Deliveries measure, so it never responds to filters|The measure references the wrong table entirely|DIVIDE was used instead of the slash operator","The denominator is a hardcoded literal number instead of a reference to a Total Deliveries measure, so it never responds to filters",advanced
ai-augmented bi,What a Level 3 prompt for a DAX problem should include,multiple choice,"Which element is most commonly missing from a prompt asking an AI assistant to write a DAX measure, and is the one most likely to prevent the exact fault seen in this topic's flawed measures?","The name of the Power BI version being used|A requirement that the measure respond correctly to any filter, not just the unfiltered total|A request for the measure to be formatted in bold|The trainee's own name","A requirement that the measure respond correctly to any filter, not just the unfiltered total",advanced
ai-augmented bi,What Copilot in Power BI changes,multiple choice,"According to this topic, what does Copilot in Power BI change compared with a general AI assistant used outside Power BI?","It removes the need to verify any AI-suggested measure|It can see the model directly, which removes the blind-prompting context problem, but the verification discipline still applies|It writes DAX using a different, incompatible language|It automatically publishes reports without a Pro licence","It can see the model directly, which removes the blind-prompting context problem, but the verification discipline still applies",intermediate
ai-augmented bi,The most dangerous kind of AI error,multiple choice,"According to this topic, which kind of error from an AI-written measure is described as the most dangerous?","A measure that fails to run and shows a red error message|A measure that returns a plausible, confident-looking number that is actually wrong|A measure that is missing entirely from the file|A measure with a spelling mistake in its name","A measure that returns a plausible, confident-looking number that is actually wrong",advanced
ai-augmented bi,The assessed deliverable from the audit exercise,multiple choice,What is the assessed deliverable from the Topic 7.5 DAX audit exercise?,"A newly written set of four DAX measures|The marked-up sheet recording a verdict, proof against source data, and a challenge prompt for each of the four measures|A verbal presentation with no written record|A rewritten version of the Power BI file","The marked-up sheet recording a verdict, proof against source data, and a challenge prompt for each of the four measures",beginner
ai-augmented bi,Bringing a real result back to the assistant,multiple choice,"Which of the four interrogation moves involves telling the AI assistant the actual number a measure returned, not just describing the measure?","Explain what filter context this assumes|I ran it and got five percent, I expected sixty-one, where would you look first|Show me a second way to write this, and the trade-off|What would make this measure return a wrong number","I ran it and got five percent, I expected sixty-one, where would you look first",intermediate
