title,description,type,question,options,answer,difficulty
regression fundamentals,Excel function for intercept,multiple choice,Which Excel function calculates the intercept of a regression line?,=SLOPE()|=INTERCEPT()|=RSQ()|=CORREL(),=INTERCEPT(),beginner
regression fundamentals,Interpreting R-squared,multiple choice,The Ikeja branch regression gave R-squared = 0.61. What does this mean?,The model is correct 61% of the time|About 61% of the variation in sales is explained by marketing spend|61% of the data points are outliers|The slope is 0.61,About 61% of the variation in sales is explained by marketing spend,intermediate
regression fundamentals,Recognising extrapolation,multiple choice,"The Ikeja marketing data was tested with spend values between 8,584 naira and 69,535 naira. Using this regression model to predict sales at a spend of 150,000 naira is an example of what?","Interpolation, which is always safe|Extrapolation, which goes beyond the tested range and is risky|A calculation error|Correlation, not regression","Extrapolation, which goes beyond the tested range and is risky",intermediate
regression fundamentals,R-squared does not guarantee linearity,True or False,True or False: A high R-squared value always means a straight line is the correct model for the data.,True|False,False,intermediate
regression fundamentals,Acting on a low R-squared,multiple choice,Yaba branch's regression of sales on marketing spend produced R-squared = 0.07. What is the most appropriate recommendation?,"Use the model confidently to plan a specific budget, since a line was successfully fitted|Do not rely on this model for planning, since spend explains only about 7% of the variation in sales|Recalculate because R-squared should never be this low|Report only the slope and ignore R-squared entirely","Do not rely on this model for planning, since spend explains only about 7% of the variation in sales",intermediate
regression fundamentals,R-squared vs true model fit,multiple choice,"A staffing-versus-sales dataset produced R-squared = 0.85, but a scatter plot shows sales rising steeply at first, then flattening out as staff numbers increase. What is the best interpretation?","R-squared = 0.85 proves the straight-line model is fully reliable at every staffing level|A high R-squared can still hide a poor fit; the true relationship appears to curve, so the straight line likely over-predicts at both ends of the range|The data must contain an error, since R-squared cannot be high if the shape looks curved|Regression cannot be used on this kind of data at all","A high R-squared can still hide a poor fit; the true relationship appears to curve, so the straight line likely over-predicts at both ends of the range",advanced
regression fundamentals,Compounding extrapolation and non-linearity risk,multiple choice,"Why is predicting sales at a staffing level of 20, when the tested data only covered 2 to 12 staff, especially risky in this dataset?","It is not risky, since regression models work equally well outside the tested range|It combines extrapolation beyond the tested range with a relationship that was already shown to curve within that range|Excel cannot calculate predictions above the tested range|The slope becomes negative outside the tested range",It combines extrapolation beyond the tested range with a relationship that was already shown to curve within that range,advanced
regression fundamentals,Regression and causation,True or False,"True or False: Regression can show that two variables are related, but on its own it does not prove that changing one variable will cause a change in the other.",True|False,True,advanced
hypothesis testing,Definition of null hypothesis,multiple choice,What does the null hypothesis (H0) typically state in a business comparison?,"That there is definitely a real difference between the two groups|That there is no difference between the two groups, and any observed difference is due to chance|That the sample size is too small to test|That the alternative hypothesis is automatically true","That there is no difference between the two groups, and any observed difference is due to chance",beginner
hypothesis testing,Comparing p-value to threshold,True or False,True or False: A p-value of 0.03 is below the common 0.05 significance threshold.,True|False,True,beginner
hypothesis testing,Excel function for hypothesis testing,multiple choice,Which Excel function is used to calculate a p-value comparing two independent groups of data?,=CORREL()|=T.TEST()|=RSQ()|=MODE.SNGL(),=T.TEST(),beginner
hypothesis testing,Correct interpretation of a small p-value,multiple choice,Ikeja branch's checkout pilot produced a p-value of 0.0003. What is the correct interpretation?,"There is a 0.03% chance the checkout lane pilot happened|If there were truly no effect, a difference this large would be very unlikely to occur by chance, so the result is statistically significant|The pilot definitely increased sales by exactly 0.03%|The p-value shows the pilot had no measurable impact","If there were truly no effect, a difference this large would be very unlikely to occur by chance, so the result is statistically significant",intermediate
hypothesis testing,Correct phrasing for a non-significant result,multiple choice,Yaba branch ran the identical checkout lane pilot and got a p-value of 0.80. What is the correct conclusion?,The pilot has been proven to have no effect at Yaba|There is not enough evidence to conclude the pilot changed sales at Yaba|The p-value formula must have been entered incorrectly|Yaba's result should be ignored and Ikeja's result applied instead,There is not enough evidence to conclude the pilot changed sales at Yaba,intermediate
hypothesis testing,Fail to reject vs prove,True or False,True or False: Failing to reject the null hypothesis is the same as proving the null hypothesis is true.,True|False,False,intermediate
hypothesis testing,Statistical vs practical significance,multiple choice,"A trial across 500 transactions found a statistically significant difference in basket value (p = 0.026), but the actual difference was only about 34 naira, roughly 1.4% of the average basket. What should an analyst point out before recommending a full rollout?",A p-value below 0.05 means the change is automatically worth the cost of a full rollout|Statistical significance does not by itself prove the effect is large enough to justify the cost of acting on it|A large sample size makes a result less trustworthy|The 34 naira difference should be ignored since the p-value is significant,Statistical significance does not by itself prove the effect is large enough to justify the cost of acting on it,intermediate
hypothesis testing,Why large samples detect small effects,multiple choice,"Why does a very large sample size make it easier for even a tiny, practically unimportant difference to become statistically significant?","Large samples always contain more errors|Larger samples reduce random noise around the estimate, so smaller true differences become detectable as unlikely to be chance|Large samples automatically increase the size of the actual effect|The p-value formula changes at large sample sizes","Larger samples reduce random noise around the estimate, so smaller true differences become detectable as unlikely to be chance",advanced
hypothesis testing,Recommending next steps beyond a significant p-value,multiple choice,A manager wants to roll out a new price display chain-wide based only on a statistically significant p-value. What is the most professionally responsible next step for the analyst to recommend?,"Approve the rollout immediately, since statistical significance is sufficient justification|Compare the total projected revenue gain from the observed effect against the full cost of the rollout before recommending action|Reject the result because the sample size was too large|Recalculate the p-value using a stricter threshold until it is no longer significant",Compare the total projected revenue gain from the observed effect against the full cost of the rollout before recommending action,advanced
hypothesis testing,"0.05 as a convention, not a law",True or False,"True or False: Using a 0.05 significance threshold is a widely used convention, not a fixed scientific law that applies identically in every context.",True|False,True,advanced
ai as statistics tutor and interpreter,"Traditional-first, AI-second sequencing",multiple choice,"In this programme, when is AI assistance introduced for a statistical skill?","Before the manual method is taught, to save time|After the manual method has already been taught, practised and verified by hand|Instead of teaching the manual method at all|Only during the closing assessment","After the manual method has already been taught, practised and verified by hand",beginner
ai as statistics tutor and interpreter,"AI drafts, you verify",True or False,True or False: An AI-drafted statistical interpretation should always be verified against your own calculations before it is shared with anyone.,True|False,True,beginner
ai as statistics tutor and interpreter,Prompt structure for statistical interpretation,multiple choice,"When writing a prompt asking an AI assistant to interpret a statistical result, which element is NOT part of the recommended prompt structure?","A role for the AI to act as|The actual data or results, calculated and verified by you first|Clear constraints, such as audience and length|A request for the AI to invent additional data points if needed",A request for the AI to invent additional data points if needed,beginner
ai as statistics tutor and interpreter,Catching an overstated causal claim,multiple choice,"An AI response claims a regression result ""proves conclusively"" that marketing spend causes higher sales. What is the correct way to flag this?","This is an accurate and acceptable claim if R-squared is high enough|This overstates what the data shows; regression and correlation describe association, not proof of causation|The claim is fine as long as the numbers themselves are correct|AI responses about statistics should never be trusted at all, for any reason","This overstates what the data shows; regression and correlation describe association, not proof of causation",intermediate
ai as statistics tutor and interpreter,Catching a misdefinition of R-squared,multiple choice,"An AI response states that ""R-squared of 0.61 means the model is correct 61% of the time."" What is wrong with this statement?","Nothing, this is a correct definition of R-squared|R-squared measures the share of variation explained by the model, not how often the model is ""correct""|R-squared should never be expressed as a percentage|The number 0.61 itself must be wrong","R-squared measures the share of variation explained by the model, not how often the model is ""correct""",intermediate
ai as statistics tutor and interpreter,Errors of omission in AI interpretation,True or False,"True or False: An AI-generated interpretation can be wrong by leaving something important out, not only by stating something incorrect.",True|False,True,intermediate
ai as statistics tutor and interpreter,Correcting a misread p-value,multiple choice,"An AI response describes a p-value of 0.0003 as ""only a 0.03% chance the pilot had no effect."" What is the correct interpretation it should have given instead?","There is a 99.97% chance the pilot caused the increase|If the pilot truly had no effect, a difference this large would only have about a 0.03% chance of occurring by chance|The pilot definitely worked, with no uncertainty at all|The result should be discarded since the explanation is confusing","If the pilot truly had no effect, a difference this large would only have about a 0.03% chance of occurring by chance",intermediate
ai as statistics tutor and interpreter,Auditing an AI's large-sample reassurance claim,multiple choice,"An AI recommends an immediate full rollout of a price display based on a statistically significant p-value, describing the large sample size as proof the result is ""especially trustworthy."" What is the strongest flaw in this framing?","Large sample sizes cannot produce statistically significant results|The framing ignores that large samples make small, practically trivial effects easier to detect as significant, which calls for more caution about effect size, not less|The p-value itself must be incorrect|AI should never be allowed to discuss sample size","The framing ignores that large samples make small, practically trivial effects easier to detect as significant, which calls for more caution about effect size, not less",advanced
ai as statistics tutor and interpreter,Applying the full verification checklist,multiple choice,"When auditing an AI-generated statistical interpretation, which of these is the most complete verification approach?","Only checking whether the stated numbers match your own calculations|Checking the numbers, checking for unjustified causal language, checking whether the data's limits are respected, checking that significance is not confused with importance, and checking for missing caveats|Trusting the response if it sounds confident and well-written|Only checking the response's length against the prompt's word limit","Checking the numbers, checking for unjustified causal language, checking whether the data's limits are respected, checking that significance is not confused with importance, and checking for missing caveats",advanced
ai as statistics tutor and interpreter,"AI drafts, you verify, keep what's accurate",True or False,"True or False: Once an AI-drafted interpretation has been verified and corrected, it is acceptable to reuse the accurate parts of the original draft rather than rewriting everything from scratch.",True|False,True,advanced
